cat_per,cat_ent,cat_new,cat_edu,cat_con,msg_rel,msg_qua,msg_sen,msg_sal,msg_med,msg_com,msg_que
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
1.0,0.0,0.0,0.0,0.0,0.346662121853,0.245418542634,0.371825154515,0.3195260734,0.5,0.11406490448699999,0.0
